"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"def_count","numeric",77,0,2,0.714285714285714,1,1,NA,0.454716304186724,NA,0,1,1,-0.930262587833241,-1.69812909219324,-1.14903019058863,-1.06104860745001,NA,NA
"def_total","numeric",77,0,2,0.909090909090909,1,1,NA,0.289364920846097,NA,0,1,1,-2.79078776349972,-5.09438727657973,5.86517119244392,5.41607329134706,NA,NA
"def_ratio","numeric",77,0,2,0.198768763703829,0.00649350649350649,0.00649350649350649,NA,0.393470504959706,NA,0.00649350649350649,0.993506493506494,0.987012987012987,1.51126520829685,2.75870861603262,0.288168778575146,0.266103609567553,NA,NA
"op_count","numeric",77,0,6,2.85714285714286,3,3,NA,1.26401912995898,NA,0,5,5,-0.120474445442544,-0.219917648358127,-0.917256814169518,-0.847022187336968,NA,NA
"op_total","numeric",77,0,2,4.98701298701299,5,5,NA,0.113960576459638,NA,4,5,1,-8.43604267298618,-15.3994040750884,70.0774160904031,64.71156751619,NA,NA
"op_ratio","numeric",77,0,7,0.428858154832181,0.401298701298701,0.401298701298701,NA,0.24862839542761,NA,0.00649350649350649,0.993506493506494,0.987012987012987,0.114757160559449,0.209481145896006,-0.9130141128255,-0.843104350895621,NA,NA
"sel_count","numeric",77,0,5,1.06493506493506,1,1,NA,1.0679254647959,NA,0,4,4,0.83273102956321,1.52009207482695,-0.0791889290619996,-0.0731254092319786,NA,NA
"sel_total","numeric",77,0,3,2.97402597402597,2,2,NA,1.02564518813674,NA,1,4,3,-0.0212926179949177,-0.0388681803815686,-1.92624188856352,-1.7787489747551,NA,NA
"sel_ratio","numeric",77,0,5,0.637797267667398,0.5,0.5,NA,0.331280427260096,NA,0.00649350649350649,0.993506493506494,0.987012987012987,-0.428843181459369,-0.782823142572089,-0.970583347024283,-0.896265491724557,NA,NA
"quant_count","numeric",77,0,5,1.92207792207792,2,2,NA,1.04838514626109,NA,0,4,4,0.0852451326583034,0.155609009357352,-0.169288817891246,-0.15632632279953,NA,NA
"quant_total","numeric",77,0,4,2.81818181818182,3,3,NA,0.928032337334619,NA,1,4,3,0.0676807421773323,0.123546446751399,-1.35482880755608,-1.25108916316124,NA,NA
"quant_ratio","numeric",77,0,7,0.263925721032215,0.00649350649350649,0.00649350649350649,NA,0.336587768213257,NA,0.00649350649350649,0.993506493506494,0.987012987012987,1.01430447579145,1.85154166276333,-0.274234398125661,-0.253236188769819,NA,NA
"mod_count","numeric",77,0,3,0.038961038961039,0,0,NA,0.253478870787584,NA,0,2,2,6.71796946978736,12.2631819728269,46.2091499066095,42.6709015667719,NA,NA
"mod_total","numeric",77,0,6,0.298701298701299,0,0,NA,1.05212735702149,NA,0,6,6,3.67482972370773,6.70814385561769,13.4018249881748,12.3756432663505,NA,NA
"mod_ratio","numeric",7,0.909090909090909,4,0.826534693877551,0.928571428571429,0.928571428571429,NA,0.179076022099448,NA,0.5,0.928571428571429,0.428571428571429,-0.88806383375113,-0.559427631537166,-1.18737237131889,-0.37398714382605,NA,NA
"MP_total","numeric",77,0,9,11.987012987013,12,12,NA,2.22126982705073,NA,8,20,12,0.606239726292183,1.1066480900386,0.70286959397538,0.649050660300297,NA,NA
"MP_count","numeric",77,0,12,6.5974025974026,6,6,NA,2.50924469795269,NA,1,12,11,0.00491296275783418,0.00896826884909157,-0.736568464402494,-0.680169198204868,NA,NA
"QMP_ratio","numeric",77,0,35,0.441975172879069,0.401298701298701,0.401298701298701,NA,0.201081133584874,NA,0.105194805194805,0.917605194805195,0.81241038961039,0.294369661248162,0.537351165318693,-0.826265052692726,-0.762997692075521,NA,NA
"op_REV_count","numeric",77,0,5,3.41558441558442,3,3,NA,1.05569445029587,NA,1,5,4,-0.277369414177535,-0.50631840693125,-0.598284891370567,-0.552474039452274,NA,NA
"op_REV_total","numeric",77,0,1,5,5,5,NA,0,NA,5,5,0,NA,NA,NA,NA,NA,NA
"op_REV_ratio","numeric",77,0,5,0.319261258222297,0.401298701298701,0.401298701298701,NA,0.208396826551913,NA,0.00649350649350649,0.796103896103896,0.78961038961039,0.277369414177534,0.506318406931249,-0.598284891370566,-0.552474039452274,NA,NA
"sel_REV_count","numeric",77,0,5,1.67532467532468,1,1,NA,0.895038347334295,NA,0,4,4,1.21241462731442,2.21317784609469,1.0588631660825,0.977785698804295,NA,NA
"sel_REV_total","numeric",77,0,3,2.94805194805195,3,3,NA,0.958289373614088,NA,2,4,2,0.101643825669962,0.185543673011734,-1.91736671268095,-1.77055337372721,NA,NA
"sel_REV_ratio","numeric",77,0,7,0.398522246584584,0.5,0.5,NA,0.286764041879015,NA,0.00649350649350649,0.993506493506494,0.987012987012987,-0.26818756017812,-0.489557576601619,-1.273445314342,-1.17593722820644,NA,NA
"quant_REV_count","numeric",77,0,5,2.1038961038961,2,2,NA,0.926004654762877,NA,0,4,4,0.189747360349542,0.346370494729809,0.125392915482876,0.115791542682654,NA,NA
"quant_REV_total","numeric",77,0,4,2.79220779220779,3,3,NA,0.922491796250248,NA,1,4,3,0.115934131958453,0.211629624615315,-1.33353276526051,-1.23142376515257,NA,NA
"quant_REV_ratio","numeric",77,0,6,0.200901737223815,0.00649350649350649,0.00649350649350649,NA,0.286454067309208,NA,0.00649350649350649,0.993506493506494,0.987012987012987,1.2386291612136,2.26103063866606,0.431569612751745,0.398524199258328,NA,NA
"mod_REV_count","numeric",77,0,3,0.168831168831169,0,0,NA,0.523213687919427,NA,0,2,2,2.90981525398306,5.31166361016991,7.00047574897596,6.46444724061889,NA,NA
"mod_REV_total","numeric",77,0,3,0.181818181818182,0,0,NA,0.555528973314073,NA,0,2,2,2.78338460036641,5.08087332164341,6.07342790778555,5.60838372810952,NA,NA
"mod_REV_ratio","numeric",8,0.896103896103896,3,0.1171875,0.0625,0.0625,NA,0.154679608384557,NA,0.0625,0.5,0.4375,1.85615530061469,1.23397936697702,1.703125,0.575037967000448,NA,NA
"MP_REV_count","numeric",77,0,11,8.07792207792208,8,8,NA,2.19908015319225,NA,4,14,10,0.217430510433149,0.396904143116142,-0.254979919036396,-0.235456030866071,NA,NA
"MP_REV_total","numeric",77,0,7,11.8311688311688,12,12,NA,2.02875770519403,NA,9,16,7,0.366750355265432,0.669477044432189,-1.04915599691701,-0.968821810466387,NA,NA
"QMP_REV_ratio","numeric",77,0,33,0.310012818350481,0.288483116883117,0.288483116883117,NA,0.175219787024899,NA,0.00649350649350649,0.711516883116883,0.705023376623377,0.48650284884215,0.888076820307259,-0.666567702148932,-0.615528415118453,NA,NA
"Rep_def_count","numeric",77,0,2,0.480519480519481,0,0,NA,0.502896599458671,NA,0,1,1,0.0764671136839228,0.139585351535167,-2.01988120689419,-1.86521830265539,NA,NA
"Rep_def_total","numeric",77,0,2,0.909090909090909,1,1,NA,0.289364920846097,NA,0,1,1,-2.79078776349972,-5.09438727657973,5.86517119244392,5.41607329134706,NA,NA
"Rep_def_ratio","numeric",77,0,2,0.429499072356215,0.00649350649350649,0.00649350649350649,NA,0.491647705381874,NA,0.00649350649350649,0.993506493506494,0.987012987012987,0.283069890977443,0.516724227416672,-1.94462247709001,-1.79572215615616,NA,NA
"Rep_op_count","numeric",77,0,4,4.22077922077922,4,4,NA,0.788459133930435,NA,2,5,3,-0.718608761079664,-1.31176987987511,-0.145293860542279,-0.134168666465104,NA,NA
"Rep_op_total","numeric",77,0,2,4.97402597402597,5,5,NA,0.160100788487652,NA,4,5,1,-5.84469067222868,-10.6690727921235,32.5840827570697,30.0891098576907,NA,NA
"Rep_op_ratio","numeric",77,0,5,0.156468207117558,0.203896103896104,0.203896103896104,NA,0.151357377958051,NA,0.00649350649350649,0.598701298701299,0.592207792207792,0.757834104525278,1.3833729925096,0.102064712490956,0.0942495871260226,NA,NA
"Rep_sel_count","numeric",77,0,4,1.79220779220779,2,2,NA,0.521578130032267,NA,0,3,3,-0.770719731998497,-1.40689480148012,1.12403107487319,1.03796368145362,NA,NA
"Rep_sel_total","numeric",77,0,3,2.94805194805195,2,2,NA,0.998632010303462,NA,2,4,2,0.102009852624443,0.186211829538784,-2.00237416468913,-1.84905177987435,NA,NA
"Rep_sel_ratio","numeric",77,0,6,0.308792511384719,0.335464935064935,0.335464935064935,NA,0.301159767072396,NA,0.00649350649350649,0.993506493506494,0.987012987012987,0.255065502706774,0.46560418125609,-1.44169446915249,-1.33130349523626,NA,NA
"Rep_quant_count","numeric",77,0,5,1.96103896103896,2,2,NA,0.801996824405684,NA,0,4,4,0.21949084511987,0.400665139545467,0.450395296055172,0.41590839439698,NA,NA
"Rep_quant_total","numeric",77,0,4,2.62337662337662,2,2,NA,0.85899208131515,NA,1,4,3,0.419517817252137,0.765800344425941,-0.98273497107549,-0.907486662311193,NA,NA
"Rep_quant_ratio","numeric",77,0,7,0.207313476134255,0.00649350649350649,0.00649350649350649,NA,0.287568497085435,NA,0.00649350649350649,0.993506493506494,0.987012987012987,1.06022376295569,1.93536410004741,-0.191737770883818,-0.177056352790541,NA,NA
"Rep_mod_count","numeric",77,0,5,1.1038961038961,1,1,NA,1.15376290075944,NA,0,4,4,0.814983378180858,1.48769498230206,-0.131554760281014,-0.121481573193548,NA,NA
"Rep_mod_total","numeric",77,0,7,2.33766233766234,3,3,NA,1.93043756704883,NA,0,6,6,0.0435730926640896,0.0795396238196205,-1.36847290333078,-1.263688526468,NA,NA
"Rep_mod_ratio","numeric",52,0.324675324675325,10,0.549983394970414,0.5,0.5,NA,0.253907404869507,NA,0.00961538461538462,0.990384615384615,0.980769230769231,-0.341875268766808,-0.517344201863248,0.138958810804259,0.106876060992456,NA,NA
"Rep_MP_total","numeric",77,0,11,13.7922077922078,14,14,NA,2.76413907001069,NA,9,19,10,-0.0414034482569598,-0.0755790901642329,-0.921813475148508,-0.851229943430742,NA,NA
"Rep_MP_count","numeric",77,0,10,9.55844155844156,10,10,NA,2.0032441221646,NA,5,15,10,-0.011893520929299,-0.021710788075111,-0.0812542209677458,-0.0750325611227807,NA,NA
"Rep_QMP_ratio","numeric",77,0,33,0.288103693708888,0.26972987012987,0.26972987012987,NA,0.172012232822643,NA,0.00649350649350649,0.685064935064935,0.678571428571429,0.239444353489852,0.437088869250978,-0.647607215200532,-0.598019738289981,NA,NA
"Rep_op_REV_count","numeric",77,0,3,4.67532467532468,5,5,NA,0.594748032486258,NA,3,5,2,-1.61613063071116,-2.95013308789238,1.47787817819978,1.36471660692946,NA,NA
"Rep_op_REV_total","numeric",77,0,1,5,5,5,NA,0,NA,5,5,0,NA,NA,NA,NA,NA,NA
"Rep_op_REV_ratio","numeric",77,0,3,0.0705852588969472,0.00649350649350649,0.00649350649350649,NA,0.117404806412872,NA,0.00649350649350649,0.401298701298701,0.394805194805195,1.61613063071116,2.95013308789239,1.47787817819978,1.36471660692946,NA,NA
"Rep_sel_REV_count","numeric",77,0,4,1.96103896103896,2,2,NA,0.471323959477824,NA,1,4,3,0.617443673587986,1.12710010982231,4.79548472945636,4.42829303869797,NA,NA
"Rep_sel_REV_total","numeric",77,0,3,2.92207792207792,3,3,NA,0.956504515716,NA,2,4,2,0.152720117000724,0.278779859615912,-1.9035074759026,-1.75775534282738,NA,NA
"Rep_sel_REV_ratio","numeric",77,0,6,0.257517827626919,0.253246753246753,0.253246753246753,NA,0.267489516615044,NA,0.00649350649350649,0.746753246753247,0.74025974025974,0.348433583497647,0.636041062569919,-1.4646917964609,-1.35253991035879,NA,NA
"Rep_quant_REV_count","numeric",77,0,4,2.22077922077922,2,2,NA,0.661405533362507,NA,1,4,3,0.545393695903989,0.995577930174036,0.553558668528103,0.511172516783681,NA,NA
"Rep_quant_REV_total","numeric",77,0,4,2.75324675324675,3,3,NA,0.829645519671919,NA,1,4,3,0.338428077656944,0.617776713586714,-1.23764264936194,-1.14287598392301,NA,NA
"Rep_quant_REV_ratio","numeric",77,0,6,0.158174329566537,0.00649350649350649,0.00649350649350649,NA,0.221291737925503,NA,0.00649350649350649,0.746753246753247,0.74025974025974,1.09205687299867,1.99347320920215,-0.131359876889943,-0.121301612081642,NA,NA
"Rep_mod_REV_count","numeric",77,0,5,1.05194805194805,1,1,NA,1.17983165498642,NA,0,4,4,0.707754122835005,1.29195549925875,-0.575824917717237,-0.531733832655775,NA,NA
"Rep_mod_REV_total","numeric",77,0,5,1.19480519480519,1,1,NA,1.29816632864004,NA,0,4,4,0.674248880668908,1.23079403022048,-0.689687892235261,-0.636878285379488,NA,NA
"Rep_mod_REV_ratio","numeric",42,0.454545454545455,6,0.122304931972789,0.0119047619047619,0.0119047619047619,NA,0.240260468095689,NA,0.0119047619047619,0.988095238095238,0.976190476190476,2.40281833883123,3.28828327724013,5.40714817918233,3.77260762232408,NA,NA
"Rep_MP_REV_count","numeric",77,0,8,10.3896103896104,10,10,NA,1.76333896908412,NA,7,14,7,0.145050871640901,0.264780190241894,-0.442984688569865,-0.409065219328955,NA,NA
"Rep_MP_REV_total","numeric",77,0,9,12.7792207792208,13,13,NA,2.13136586194329,NA,9,17,8,0.0194473450351994,0.0354997640473874,-1.03105215030952,-0.952104180773365,NA,NA
"Rep_QMP_REV_ratio","numeric",77,0,29,0.178965694046214,0.158296103896104,0.158296103896104,NA,0.13611439518652,NA,0.00649350649350649,0.5,0.493506493506494,0.61151802233113,1.11628324916268,-0.379619650767178,-0.350552061300344,NA,NA
"many_labs_version","factor",77,0,5,NA,NA,35,"3",NA,0.693877551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA
